"DNNumber","Date","FieldDetermination","Location","Description","Latitude","Longitude"
603,1993-12-01,"Eucalyptus moorei subsp. moorei","NSW","Whipstick mallee 3m tall. Bark smooth tan over coppery green. Leaves glossy green. Growing on low rise with E. radiata, E. dives and E. mannifera gullickii. Ulladulla.",-35.2577777777778,150.026388888889
604,1993-12-01,"Eucalyptus amplifolia subsp. amplifolia","Near Nerriga, New South Wales.","Tree 12 metres tall. Bark smooth, flaky, grey and cream. Leaves glossy dark green. rowing on river flat with Eucalyptus melliodora and E. rubida subsp. rubida. Ulladulla Map.",-35.0947222222222,150.115555555556
605,1993-12-01,"Eucalyptus amplifolia subsp. amplifolia","NSW","Juvenile leaves from seedling. Glossy dark green ± concolourous. Ulladulla.",-35.0947222222222,150.115555555556
606,1993-12-01,"Eucalyptus triflora","NSW","Tree 6m tall. Bark rough at very base, otherwise smooth grey over yellowish cream. Leaves glossy green. No buds present. Growing in sandstone outcrop with E. sieberi and E. agglomerata. Ulladulla.",-35.0902777777778,150.134166666667
607,1993-12-01,"Eucalyptus stricta","NSW","Whipstick mallee 5m tall. Bark smooth light grey. Leaves glossy green. Growing on high flat area with E. sclerophylla, E. mannifera gullickii and E. consideniana. Ulladulla.",-35.0719444444444,150.177222222222
608,1993-12-01,"Eucalyptus racemosa","NSW","Tree 7m tall. Bark smooth grey over white with many scribblies. Leaves slightly glossy green. Growing with E. mannifera gullickii. Ulladulla.",-35.0713888888889,150.178888888889
609,1993-12-01,"Eucalyptus mannifera (gullickii)","NSW","Tree 5m tall. Bark smooth white and powdery. Leaves dull blue-green. Growing with E. sclerophylla. Ulladulla.",-35.0713888888889,150.178888888889
610,1993-12-01,"Eucalyptus piperita subsp.urceolaris","NSW","Tree 20m tall. Bark rough throughout, almost compact grey. Leaves glossy green. No mature buds present. Growing in undulating area with E. gummifera and E. sieberi. Ulladulla.",-35.1041666666667,150.275833333333
611,1993-12-01,"Eucalyptus consideniana","NSW","Multi stemmed tree 7m tall. Bark rough, fibrous and dark grey throughout. Leaves glossy dark green. Flowers white. Growing on gravelly plain with E. gummifera. Ulladulla.",-35.1041666666667,150.275833333333
612,1993-12-01,"Eucalyptus punctata","South-west of Nowra, New South Wales.","Tree 7 m tall. Bark matte, grey and light grey. Leaves discolourous, glossy dark green above. Growing with Corymbia gummifera and Eucalyptus consideniana. Ulladulla Map.",-35.0341666666667,150.460277777778
613,1993-12-01,"Eucalyptus langleyi","NSW","Whipstick mallee 2.5m tall. Bark smooth. Leaves glossy, blue-green. Flowers white. Growing in pure stands with E. schlerophylla, E. gummifera and E. consideniana nearby. Wollongong.",-34.9752777777778,150.493611111111
614,1993-12-01,"Eucalyptus ralla","NSW","Small tree 10m tall. Bark rough and fibrous, grey. Leaves glossy green. Growing with E. punctata, E. imitans and E. gummifera. Wollongong.",-34.9122222222222,150.477222222222
615,1993-12-01,"Eucalyptus imitans","NSW","Small coarse tree 6m tall. Bark rough and stringy grey-brown. Leaves glossy dark green. Growing with E. punctata, E. consideniana and E. gummifera. Wollongong.",-34.915,150.475555555556
616,1993-12-01,"Eucalyptus camphora subsp. camphora (aquatica)","NSW","Mallee 5m tall. Bark smooth ad ribbony grey over orange. Leaves glossy green. Growing in river flat immediately next to permanent creek. Nearby is E. radiata, E. pauciflora and E. mannifera gullickii. Woolongong. Photos.",-34.6572222222222,150.216944444444
617,1993-12-01,"Eucalyptus apiculata","NSW","Whipstick mallee 6m tall. Bark smooth tan-grey. Leaves glossy green. Growing with E. sclerophylla and E. mannifera gullickii. Wollongong.",-34.4916666666667,150.266666666667
618,1993-12-01,"Eucalyptus quadrangulata","NSW","Tree 20m tall. Bark rough to small branches, hard and compact, grey with patches of light grey. Leaves discolourous, slightly glossy green. Growing in pure stand near E. punctata. Wollongong.",-34.4055555555556,150.502777777778
619,1993-12-02,"Corymbia gummifera","Royal National Park, NSW","Small tree 5m tall. Bark rough and thick, tessellated, red brown. Leaves discolourous glossy green. Growing with Eucalyptus consideniana. Wollongong.",-34.1625,151.056388888889
620,1993-12-02,"Eucalyptus obstans","Royal National Park, NSW","Whipstick mallee 3m tall. Bark smooth, brown and creamy green. Leaves glossy green. Flowers white. Growing in pure stands in low heath. Map sheet Wollongong.",-34.1483333333333,151.061388888889
621,1993-12-02,"Eucalyptus luehmanniana","Royal National Park, NSW","Mallee 4m tall. Bark smooth, grey. Leaves glossy, slightly bluish-green. Twigs glaucous, especially when young. Flowers cream. Growing with E. obstans and E. gummifera. Wollongong.",-34.1286111111111,151.079166666667
622,1993-12-02,"Eucalyptus oblonga","Royal National Park, NSW","Tree 8m tall. Bark rough and stringy throughout, grey-brown. Leaves glossy dark green. Flowers white. Growing with E. gummifera, E. consideniana and E. haemastoma. Wollongong.",-34.1022222222222,151.058055555556
623,1993-12-02,"Eucalyptus burgessiana","NSW","Tall mallee 6m tall. Bark smooth, light grey and tan. Leaves glossy green. Flowers white. No buds present. Growing with E. gummifera and E. sclerophylla. Sydney.",-33.67,150.568333333333
624,1993-12-02,"Eucalyptus ligustrina","NSW","Mallee 3m tall. Bark rough, fibrous dark grey. Leaves glossy dark green. Growing on rise with E. stricta - apiculata intergrades. Sydney.",-33.7452777777778,150.378055555556
625,1993-12-02,"Eucalyptus camphora subsp. camphora (aquatica)","NSW","Mallee 5m tall. Bark smooth grey over tan-grey. Leaves dull, becoming slightly glossy, blue-green. Growing in swampy creek with no other eucalypts. Sydney.",-33.6933333333333,150.256666666667
626,1993-12-02,"Eucalyptus cunninghamii","Pulpit Rock lookout, Blue Mountains, NSW","Dense mallee 2m tall. Bark smooth grey. Leaves glossy green. New growth soft silvery pink. Growing in dense patches on side of rocky cliff. Sydney.",NA,NA
627,1993-12-02,"Eucalyptus piperita subsp. piperita","NSW","Tree 10m tall. Bark rough, finely furrowed, light grey to 10cm diameter. Leaves glossy, slightly bluish-green. Growing with E. consideniana. Sydney.",-33.6186111111111,150.314166666667
628,1993-12-02,"Eucalyptus oreades","NSW","Tree 12m tall. Bark rough and fibrous, dark grey for about 1m then smooth light grey over cream. Leaves glossy green. Growing in pure stand. Sydney.",-33.6925,150.289444444444
629,1993-12-02,"Eucalyptus sparsifolia","NSW","Tree 7m tall. Bark rough, thick   and fibrous, dark grey over red-brown. Leaves glossy dark green. Growing on low hill with E. gummifera. Sydney.",-33.6736111111111,150.548333333333
630,1993-12-02,"Eucalyptus notabilis","Blue Mountains, New South Wales.","Tree 15 m tall. Bark rough and grey throughout. Leaves discolourous, glossy dark green above. Growing with Corymbia intermedia? Sydney Map.",-33.6969444444444,150.547777777778
631,1993-12-02,"Eucalyptus haemastoma","Annangrove, NSW","Scraggly tree 10m tall. Bark smooth, with scribblies, light grey over cream. Leaves glossy green. Flowers white. Growing on sandstone breakaway with E. capitellata. Sydney.",-33.6675,150.950833333333
632,1993-12-02,"Corymbia eximia","Hawksbury River scarp near Wisemans Ferry, New South Wales.","Tree 10 metres tall. Bark rough and flaky, yellow-brown and tan. Leaves dull, slightly bluish green. Growing on a steep sandstone slope with Eucalyptus punctata. Sydney map. AD",-33.3897222222222,150.9825
633,1993-12-02,"Eucalyptus deanei","North of Wisemans Ferry, New South Wales.","Tree 35 m tall. Bark smooth, grey over cream and white. Leaves discolourous, glossy dark green above. Growing on creekside. Sydney Map.",-33.2,150.995277777778
634,1993-12-02,"Eucalyptus fergusonii subsp. dorsiventralis","NSW","Tree 25m tall. Bark rough ironbark, dark grey-brown. Leaves discolourous, slightly glossy green. Growing on rocky hill with E. eximia, E. punctata and E. prominula. Singleton.",-32.8708333333333,151.020833333333
635,1993-12-02,"Eucalyptus eugenioides","NSW","Tree 20m tall. Bark rough and stringy, brown. Leaves slightly discolourous, glossy green. Growing on rocky slope with E. amplifolia and E. punctata. Singleton.",-32.8675,151.042777777778
636,1993-12-02,"Eucalyptus pumila","(300m SE of this lat. and long.) New South Wales.","Mallee 6m tall. Stems thin. Bark smooth coppery over bright yellow. Leaves ± concolourous, slightly glossy green. Growing with Eucalyptus fibrosa and Corymbia maculata nearby (on steep NW facing slope). Singleton.",-32.7761111111111,151.260277777778
637,1993-12-02,"Eucalyptus parramattensis subsp. decadens","NSW","Small tree 8m tall. Bark smooth matte, grey and light grey. Leaves dull or slightly glossy, green. Growing in flat low-lying area with E. fibrosa. Singleton.",-32.8138888888889,151.494444444444
638,1993-12-02,"Eucalyptus robusta","Near Williamtown, New South Wales.","Tree 12 m tall. Bark rough and thick, brown. Leaves discolourous, glossy, dark green. Growing in swamp with Melaleuca sp. Newcastle Map.",-32.8147222222222,151.77
639,1993-12-02,"Eucalyptus paniculata","NSW","Mallee 6m tall. Bark rough, deeply ironbark, dark grey. Leaves slightly discolourous, glossy, dark green. Growing on sand dune with E. piperita and E. gummifera. Newcastle.",-32.7333333333333,152.179166666667
640,1993-12-02,"Eucalyptus capitellata","NSW","Mallee 5m tall. Bark rough and stringy, grey-brown throughout. Leaves glossy green. Growing on low sand dunes with E. gummifera. Newcastle.",-32.7330555555556,152.1775
641,1993-12-02,"Eucalyptus parramattensis subsp. decadens","NSW","Tree 7m tall. Bark smooth or matte, grey and cream. Leaves dull blue-green. No buds present. Growing in low lying area with E. robusta and E. scribbly gum. Newcastle.",-32.7830555555556,151.887222222222
642,1993-12-02,"Eucalyptus resinifera subsp. resinifera","Near Karuah, New South Wales.","Tree 18 m tall. Bark rough and stringy, fairly soft, red-brown. Leaves discolourous, glossy dark green. Flowers white. Growing on low hill with Eucalyptus microcorys and Corymbia maculata. Newcastle Map.",-32.6402777777778,151.993055555556
643,1993-12-02,"Eucalyptus placita","NSW","Tree 15m tall. Bark thick, corky, deeply furrowed, dark grey-brown. Leaves glossy green. No buds present. Growing on ridge with E. microcorys. Newcastle.",-32.2486111111111,152.191666666667
644,1993-12-04,"Eucalyptus pilularis","NSW","Tree 15m tall, others to 40m tall. Bark rough, dark grey for 3m then smooth light grey over cream. Leaves ± concolourous, glossy green. Growing in pure stand on low rise. Dorrigo.",-30.9141666666667,152.941388888889
645,1993-12-04,"Eucalyptus fusiformis","NSW","Tree 25m tall. Bark rough, deeply furrowed, dark red-grey. Leaves dull, light green. No buds present. Growing on ridge with E. maculata, E. pilularis and E. microcorys. Dorrigo.",-30.9025,152.853333333333
646,1993-12-04,"Eucalyptus ancophila","NSW","Tree 22m tall. Bark rough, deeply furrowed, almost black. Leaves glossy dark green. Growing in gully with E. microcorys.",-30.8163888888889,152.853333333333
647,1993-12-04,"Eucalyptus dorrigoensis","NSW","Large tree 22m tall. Bark smooth grey over pale grey. Leaves glossy, slightly undulate, green. Growing on ridge in paddock. Dorrigo.",-30.3236111111111,152.713611111111
648,1993-12-04,"Eucalyptus retinens","NSW","Scraggly tree 7m tall. Bark rough throughout, grey and grey-brown. Leaves glossy green. Growing on cliff edge with E. melliodora and E. laeuopina. Dorrigo.",-30.5330555555556,152.0325
649,1993-12-04,"Eucalyptus laevopinea","NSW","Tree 12m tall. Bark rough and stringy, grey-brown. Leaves glossy  green. Growing on cliff edge with E. retinens and E. melliodora. Dorrigo.",-30.5330555555556,152.0325
650,1993-12-04,"Eucalyptus michaeliana","NSW","Tree 18m tall. Bark smooth, conspicuously mottled, greenish-grey over light grey. Leaves dull, blue green. Growing on slight rise with E. cameronii. Dorrigo.",-30.5908333333333,151.955277777778
651,1993-12-04,"Eucalyptus nicholii","NSW","Densely crowned tree 7m tall. Bark rough, thick grey-brown. Leaves dull blue-green. Growing with E. mollucanna and DN 652. Dorrigo.",-30.5330555555556,151.824166666667
652,1993-12-04,"Eucalyptus caliginosa ?","NSW","Tree 10m tall. Bark rough and stringy,  red-brown. Leaves glossy. Growing with E. nicholii and E. mollucanna. Dorrigo.",-30.5330555555556,151.824166666667
653,1993-12-04,"Eucalyptus banksii","NSW","Tree 8m tall. Bark rough, thick, grey-brown. Leaves glossy dark green. Growing on rocky slope with E. caliginosa. Dorrigo.",-30.4016666666667,151.701111111111
654,1993-12-04,"Eucalyptus youmanii","NSW","Tree 20m tall. Bark rough, thick and stringy, brown. Leaves glossy green. Growing on rise with E. prava and E. banksii. Dorrigo.",-30.4302777777778,151.710833333333
655,1993-12-04,"Eucalyptus radiata subsp. sejuncta","NSW","Tree 8m tall. Bark rough over trunk and branches grey over yellowish brown. Leaves glossy green. Growing in pure stand in low lying area. Dorrigo.",-30.1402777777778,151.8775
656,1993-12-04,"Eucalyptus nova-anglica","NSW","Tree 8m tall. Bark rough and fairly hard, dark grey. Leaves finally glossy green. New growth strongly glaucous. Growing in low flat with E. stellulata. Dorrigo.",-30.1361111111111,151.859444444444
657,1993-12-04,"Eucalyptus acaciiformis","NSW","Tree 8m tall. Bark rough, grey. Leaves dull, slightly bluish-green. Growing with E. nova anglica. Dorrigo.",-30.1863888888889,151.7925
658,1993-12-04,"Eucalyptus rubida subsp. barbigerorum (intergrade dalyrympleana ssp. heptantha?)","NSW","Tree 10m tall. Bark rough and flaky for 3m, almost black, then smooth grey. Leaves glossy green. Growing in low area with E. caliginosa. Dorrigo.",-30.1455555555556,151.585833333333
659,1993-12-04,"Eucalyptus mckieana","NSW","Tree 18m tall. Bark rough and stringy grey-brown. Leaves glossy green. Growing with E. rubida barbigorum. Inverall.",-29.9833333333333,151.461666666667
660,1993-12-05,"Eucalyptus williamsiana","NSW","Tree 10m tall. Bark rough and stringy, red-brown. Leaves thick, glossy green. Growing on rocky low rise with E. cameronii. Map sheet Grafton.",-29.5441666666667,152.2625
661,1993-12-05,"Eucalyptus olida","Gibraltar Ranges National Park, NSW","Tree 10m tall. Bark rough, thick, but soft over most of tree. Leaves dull bluish-green, leaves with a distinctive odour. Growing in low, but not swampy area near E. campanulata and E. cameronii. Grafton.",-29.5288888888889,152.248611111111
662,1993-12-05,"Eucalyptus cameronii","Gibraltar Ranges National Park, NSW","Tree 12m tall. Bark rough, stringy, grey over red-brown. Leaves glossy green. Growing on sloe with E. williamsiana. Grafton.",-29.5252777777778,152.291111111111
663,1993-12-05,"Eucalyptus planchoniana","Gibraltar Range National Park, NSW","Tree 8m tall. Bark rough tessellated to stringy yellowish brown. Leaves slightly glossy blue-green. No buds present growing on north facing slope with E. andrewsii. Grafton.",-29.4872222222222,152.322777777778
